text,label
"""Several times, Obama """"has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .""",1
Maine plans to expand syringe exchange program.,0
 Budweiser has pulled its ads and withdrawn its support for the NFL over the league’s handling of players protesting inequality by kneeling during the National Anthem. ,1
There are more pain clinics in Broward County than there are McDonald's in Broward County.,0
Gene from extinct human species fortifies high-altitude Tibetans.,0
Early results boost hopes for historic gene editing attempt.,0
Significant Number of Medicare Patients Getting Too-Frequent Colonoscopies,0
" Girls are dying after   receiving Gardasil and Cervarix vaccines for human papillomavirus (HPV),   and the vaccines were not tested by the FDA.      ",1
Ebola case reported not far from South Sudan border.,0
Weighing the benefits of balance training.,0
Sanofi to pay Lexicon $260 million for terminated partnership.,0
Vixen workouts fuse foxy cardio fitness with girls’ night out.,0
Study says bypass surgery for heart patients better than stents in the long term,1
New Scan May Spot Alzheimerâ€™s,1
New Peer-Reviewed Clinical Study Successfully Validates The Use Of Proove Opioid Risk® To Predict Prescription Opioid Abuse,1
Occasional fasting could help you live longer,1
Study: Statins increase life expectancy,1
Retired marathoner addresses addiction and recovery in SD.,0
Endometriosis? Robot surgery may not be the answer,1
President Obama has broken his pledge to the American people to be transparent throughout (health care reform negotiations).,0
New drug shows promise in fighting breast cancer,1
New Multiple Sclerosis Therapy Promising in Early Trial,1
"""The media is covering up that """"multiple shooters"""" were involved in the mass killing at an Orlando nightclub.""",1
"""A """"hidden"""" provision in the health care law taxes sporting goods as medical devices.""",1
Teens and tweens transmit SARS-CoV-2 quicker and more efficiently than adults. ,0
Technology coming to Virginia allows COVID-19 personal protection equipment to be “decontaminated and reused 20 times without degrading performance.”,1
Could your Valentine's kiss give you lead poisoning?.,0
On a bipartisan task force on ways to improve fiscal policy.,1
We've got to find 2 billion gallons (of water per day) between now and 2025.,0
"""Birth control pioneer Margaret Sanger was """"an active participant in the Ku Klux Klan.""",1
Chocolate may be good for your heart: study.,0
Drug epidemic: 1 small-town mayor takes on pill distributors.,0
"Alzheimer's disease reversed in mice, offering hope for humans, new research shows",1
Mental problems of soldiers' kids tied to wars.,0
"Since June 2009, about 48 percent of all the jobs created in America were in Texas.",1
Kellogg's Corn Flakes were originally created in an effort to discourage American consumers from masturbating. ,1
Fighting spinal pain with a titanium ‘bullet’,1
West Nile virus confirmed in miniature horse in Pine City.,0
"Buzz Aldrin sues children, alleging misuse of his finances.",0
Judge says LA County wrongly booted thousands off Medi-Cal.,0
"Big spending bill wins Senate OK, has victories all around.",0
A photograph shows a group of daisies that mutated due to radiation from the Fukushima nuclear power plant.,1
Scientifically-designed fasting diet lowers risks for major diseases,1
Pediatricians urge autism screening,1
Image depicts Joe Biden and Kamala Harris at a campaign event with no masks.,1
"Asbestos, looting plague Colorado Springs apartments.",0
"American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.",0
"Italy coronavirus deaths pass 7,500 amid fears of spread to south.",0
"Pipeline protesters at governor’s office arrested, released.",0
Congress probes approval of Trump backer’s housing project.,0
New AIDS vaccine blueprint calls for more focus.,0
Vaginal steam bath finds a place among Southern California spa options,0
Are we alone? Nobel Prize goes to 3 who tackled cosmic query.,0
"For many women, breast reduction means less pain and more activity",1
"""Fat dissolving"""" spa treatment no such thing: FDA.""",0
A large circle marked on a protester's poster is an accurate reflection of the size of the hole created by an AR-15 round.,1
"The Earth is 6,000 years old, that’s a fact.",1
EU: Malaria drugs used for virus could cause side effects.,0
Mediterranean diet plus olive oil associated with reduced breast cancer risk,0
A cocktail to remember? Nutrient elixir shows promise against Alzheimer’s,1
A woman was nearly kidnapped by human traffickers using a ring placed on her windshield as bait.,1
"Bills fall to Pats, and lose QB Josh Allen to head injury.",0
Rapid Rise in PSA Levels a Poor Predictor of Prostate Cancer: Study,0
Health insurance costs for Floridians are up 30 percent or more.,1
Trial for New Lupus Treatment Is Called Promising,0
Nineteen students sick in China from poisoned yoghurt.,0
Supreme Court: Ginsburg treated for tumor on pancreas.,0
It’s Comical. It’s Critical. It Might Even Help You Lose Weight.,0
Congresswoman Ros-Lehtinen has long record of voting against VA backlog fixes.,1
"""A photograph spreading online shows the """"Elephant's Foot"""" lava flow at the site of the Chernobyl nuclear reactor disaster.""",0
Dutch restaurants solved the problem of dining out during the COVID-19 coronavirus disease pandemic by installing personal greenhouse booths. ,1
Nobel Prize for medicine goes to discoverers of brain’s 'inner GPS'.,0
An Indian woman gave birth to eleven baby boys all at once.,1
The fact is 90-percent of Down Syndrome children were aborted in this country.,1
Capriccio Bubbly Sangria beverages are contaminated with HIV.,1
"Many smartphone health apps don’t flag danger, says review.",0
Samoa’s capital deserted as teams battle measles epidemic.,0
Scientists have discovered a berry — found in only one region of Australia — that can cure cancer in 48 hours.,1
Pain Patches Making Gains in U.S.,1
"UW staff rally for better protections, Eyman protests order.",0
MS Drug Treatment Shows Promise,1
"Even for sperm, there is a season.",0
"AOL is donating 15¢ for every 12 forwards of a plea from Debbie Shwartz, a single mother of four.",1
"On drug costs, modest steps follow Trump’s big promises.",0
On support for Common Core education standards,1
Philippines defies church to push family planning.,0
Experimental Drug Might Help Fight Alzheimer’s After All,0
'It's just impossible': tracing contacts takes backseat as virus spreads.,0
Gala opens countdown to 50th anniversary of 1st moon landing.,0
"CORONAVIRUS: Reports of 10,000 DEAD in Wuhan, China.",1
This 8-year-old is free of cancer — for now — after a ‘breakthrough’ treatment,0
St. Louis jury rejects lawsuit against Johnson & Johnson.,0
St. Louis medical organizations plan more proton therapy.,0
Mylan CEO Heather Bresch donated a large sum of money to the Clinton Foundation.,1
Weighing a Pill For Weight Loss,0
Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.,1
Niece: Family won’t take in Elizabeth Smart’s kidnapper.,0
Medtronic's novel hypertension device fails in trials.,0
Novartis asthma pill shows promise in small trial,0
Oramed Announces Positive Top-Line Results from Phase IIb Oral Insulin Study,1
Obamacare will question your sex life.,1
Blocking enzyme could help in rare blood cancer.,0
"Murphy reverses Christie, approves $7.5M for women’s health.",0
Study finds statins reduce pneumonia death rates,1
Groundskeeper in Bayer in U.S. weed-killer case accepts reduced award.,0
Vegetarian and Mediterranean diet may be equally effective in preventing heart disease,1
"Tide of humanity, as well as rising seas, lap at Kiribati's future.",0
"The U.S. had 44 CDC staffers “in China to observe what was going on. (President Trump) brought home the vast majority of them, I think left only four in place.”",1
Eggs and popcorn kernels can be cooked by placing them between activated cell phones.,1
"""Promote Oregon Leadership PAC (Oregon House Republicans) Says, """"Carl proposed a 'windfall' tax on real estate development when he was a Metro Councilor.""",1
